refseq_chromosomes	status	group	modify_date	refseq_plasmids	release_date	genes	proteins	gc_percent	center	taxon_id	insdc_chromosomes	wgs	bioproject_accession	bioproject_id	subgroup	organism	insdc_plasmids	scaffolds	size
[]	COMPLETE		2009-05-06 00:00:00	[]	2002-03-02 00:00:00					36870	[]		PRJNA57853	57853		Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2002-05-16 00:00:00					167879	[]		PRJNA57855	57855		Colwellia psychrerythraea 34H	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2001-10-03 00:00:00					170187	[]		PRJNA57857	57857		Streptococcus pneumoniae TIGR4	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2001-10-03 00:00:00					171101	[]		PRJNA57859	57859		Streptococcus pneumoniae R6	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2002-12-20 00:00:00					176280	[]		PRJNA57861	57861		Staphylococcus epidermidis ATCC 12228	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2002-05-16 00:00:00					246200	[]		PRJNA57863	57863		Ruegeria pomeroyi DSS-3	[]		
[]	COMPLETE		2010-03-03 00:00:00	[]	2001-08-14 00:00:00					176299	[]		PRJNA57865	57865		Agrobacterium tumefaciens str. C58	[]		
[]	COMPLETE		2012-06-14 00:00:00	[]	2002-09-18 00:00:00					221109	[]		PRJNA57867	57867		Oceanobacillus iheyensis HTE831	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2003-01-29 00:00:00					183190	[]		PRJNA57869	57869		Xylella fastidiosa Temecula1	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2002-01-31 00:00:00					186103	[]		PRJNA57871	57871		Streptococcus pyogenes MGAS8232	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2002-02-12 00:00:00					186497	[]		PRJNA57873	57873		Pyrococcus furiosus DSM 3638	[]		
[]	COMPLETE		2011-12-30 00:00:00	[]	1998-11-17 00:00:00					187410	[]		PRJNA57875	57875		Yersinia pestis KIM10+	[]		
[]	COMPLETE		2012-06-12 00:00:00	[]	1997-11-17 00:00:00					187420	[]		PRJNA57877	57877		Methanothermobacter thermautotrophicus str. Delta H	[]		
[]	COMPLETE		2012-06-12 00:00:00	[]	2002-03-20 00:00:00					188937	[]		PRJNA57879	57879		Methanosarcina acetivorans C2A	[]		
[]	COMPLETE		2011-03-09 00:00:00	[]	2002-10-21 00:00:00					189518	[]		PRJNA57881	57881		Leptospira interrogans serovar Lai str. 56601	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2002-02-04 00:00:00					190192	[]		PRJNA57883	57883		Methanopyrus kandleri AV19	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2002-02-13 00:00:00					190304	[]		PRJNA57885	57885		Fusobacterium nucleatum subsp. nucleatum ATCC 25586	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2001-11-28 00:00:00					190485	[]		PRJNA57887	57887		Xanthomonas campestris pv. campestris str. ATCC 33913	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2001-11-28 00:00:00					190486	[]		PRJNA57889	57889		Xanthomonas axonopodis pv. citri str. 306	[]		
[]	COMPLETE		2012-08-06 00:00:00	[]	2001-03-21 00:00:00					190650	[]		PRJNA57891	57891		Caulobacter crescentus CB15	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2001-08-22 00:00:00					192952	[]		PRJNA57893	57893		Methanosarcina mazei Go1	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2003-03-04 00:00:00					193567	[]		PRJNA57895	57895		Streptococcus pyogenes SSI-1	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2002-04-30 00:00:00					194439	[]		PRJNA57897	57897		Chlorobium tepidum TLS	[]		
[]	COMPLETE		2011-08-01 00:00:00	[]	2002-05-16 00:00:00					195099	[]		PRJNA57899	57899		Campylobacter jejuni RM1221	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2006-07-25 00:00:00					195103	[]		PRJNA57901	57901		Clostridium perfringens ATCC 13124	[]		
[]	COMPLETE		2011-02-14 00:00:00	[]	2002-05-31 00:00:00					196620	[]		PRJNA57903	57903		Staphylococcus aureus subsp. aureus MW2	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2001-03-12 00:00:00					196627	[]		PRJNA57905	57905		Corynebacterium glutamicum ATCC 13032	[]		
[]	COMPLETE		2012-06-12 00:00:00	[]	2002-08-17 00:00:00					197221	[]		PRJNA57907	57907		Thermosynechococcus elongatus BP-1	[]		
[]	COMPLETE		2012-06-12 00:00:00	[]	2002-05-16 00:00:00					198094	[]		PRJNA57909	57909		Bacillus anthracis str. Ames	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2002-07-18 00:00:00					198466	[]		PRJNA57911	57911		Streptococcus pyogenes MGAS315	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2002-06-10 00:00:00					198804	[]		PRJNA57913	57913		Buchnera aphidicola str. Sg (Schizaphis graminum)	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2002-12-06 00:00:00					199310	[]		PRJNA57915	57915		Escherichia coli CFT073	[]		
[]	COMPLETE		2011-09-15 00:00:00	[]	2007-02-14 00:00:00					203119	[]		PRJNA57917	57917		Clostridium thermocellum ATCC 27405	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2006-10-13 00:00:00					203120	[]		PRJNA57919	57919		Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	[]		
[]	COMPLETE		2012-06-12 00:00:00	[]	2006-03-17 00:00:00					203122	[]		PRJNA57921	57921		Saccharophagus degradans 2-40	[]		
[]	COMPLETE		2012-06-12 00:00:00	[]	2006-07-06 00:00:00					203124	[]		PRJNA57925	57925		Trichodesmium erythraeum IMS101	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2002-09-30 00:00:00					204722	[]		PRJNA57927	57927		Brucella suis 1330	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2004-09-17 00:00:00					205914	[]		PRJNA57929	57929		Haemophilus somnus 129PT	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2005-05-12 00:00:00					205918	[]		PRJNA57931	57931		Pseudomonas syringae pv. syringae B728a	[]		
[]	COMPLETE		2010-05-14 00:00:00	[]	2006-02-21 00:00:00					205920	[]		PRJNA57933	57933		Ehrlichia chaffeensis str. Arkansas	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2005-09-29 00:00:00					205921	[]		PRJNA57935	57935		Streptococcus agalactiae A909	[]		
[]	COMPLETE		2012-08-06 00:00:00	[]	2002-08-21 00:00:00					220664	[]		PRJNA57937	57937		Pseudomonas protegens Pf-5	[]		
[]	COMPLETE		2009-10-23 00:00:00	[]	2002-09-27 00:00:00					206672	[]		PRJNA57939	57939		Bifidobacterium longum NCC2705	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2005-10-28 00:00:00					207559	[]		PRJNA57941	57941		Desulfovibrio alaskensis G20	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2002-08-28 00:00:00					208435	[]		PRJNA57943	57943		Streptococcus agalactiae 2603V/R	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2000-05-16 00:00:00					208964	[]		PRJNA57945	57945		Pseudomonas aeruginosa PAO1	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2002-10-25 00:00:00					210007	[]		PRJNA57947	57947		Streptococcus mutans UA159	[]		
[]	COMPLETE		2010-07-15 00:00:00	[]	2002-09-12 00:00:00					211586	[]		PRJNA57949	57949		Shewanella oneidensis MR-1	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2006-02-21 00:00:00					212042	[]		PRJNA57951	57951		Anaplasma phagocytophilum HZ	[]		
[]	COMPLETE		2010-09-15 00:00:00	[]	2008-06-19 00:00:00					216591	[]		PRJNA57953	57953		Burkholderia cenocepacia J2315	[]		
[]	COMPLETE		2010-01-05 00:00:00	[]	2006-05-04 00:00:00					216596	[]		PRJNA57955	57955		Rhizobium leguminosarum bv. viciae 3841	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2003-03-05 00:00:00					218491	[]		PRJNA57957	57957		Pectobacterium atrosepticum SCRI1043	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2009-01-28 00:00:00					218495	[]		PRJNA57959	57959		Streptococcus uberis 0140J	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2003-02-18 00:00:00					218496	[]		PRJNA57961	57961		Tropheryma whipplei TW08/27	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2003-03-05 00:00:00					218497	[]		PRJNA57963	57963		Chlamydophila abortus S26/3	[]		
[]	COMPLETE		2011-03-25 00:00:00	[]	2006-02-21 00:00:00					222891	[]		PRJNA57965	57965		Neorickettsia sennetsu str. Miyayama	[]		
[]	COMPLETE		2010-02-23 00:00:00	[]	2003-03-05 00:00:00					223283	[]		PRJNA57967	57967		Pseudomonas syringae pv. tomato str. DC3000	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2003-03-05 00:00:00					223926	[]		PRJNA57969	57969		Vibrio parahaemolyticus RIMD 2210633	[]		
[]	COMPLETE		2007-05-19 00:00:00	[]	2006-03-10 00:00:00					264202	[]		PRJNA57971	57971		Chlamydophila felis Fe/C-56	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2003-03-21 00:00:00					209261	[]		PRJNA57973	57973		Salmonella enterica subsp. enterica serovar Typhi str. Ty2	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2003-04-16 00:00:00					226900	[]		PRJNA57975	57975		Bacillus cereus ATCC 14579	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2006-10-06 00:00:00					208963	[]		PRJNA57977	57977		Pseudomonas aeruginosa UCBPP-PA14	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2008-02-26 00:00:00					228400	[]		PRJNA57979	57979		Haemophilus somnus 2336	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2006-10-13 00:00:00					278197	[]		PRJNA57981	57981		Pediococcus pentosaceus ATCC 25745	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2006-10-13 00:00:00					272622	[]		PRJNA57983	57983		Lactococcus lactis subsp. cremoris SK11	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2006-10-13 00:00:00					321967	[]		PRJNA57985	57985		Lactobacillus casei ATCC 334	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2006-10-13 00:00:00					321956	[]		PRJNA57987	57987		Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2006-10-13 00:00:00					387344	[]		PRJNA57989	57989		Lactobacillus brevis ATCC 367	[]		
[]	COMPLETE		2012-01-26 00:00:00	[]	2003-04-22 00:00:00					198215	[]		PRJNA57991	57991		Shigella flexneri 2a str. 2457T	[]		
[]	COMPLETE		2010-04-29 00:00:00	[]	2003-06-09 00:00:00					710127	[]		PRJNA57993	57993		Mycoplasma gallisepticum str. R(low)	[]		
[]	COMPLETE		2012-06-12 00:00:00	[]	2003-07-25 00:00:00					167539	[]		PRJNA57995	57995		Prochlorococcus marinus subsp. marinus str. CCMP1375	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2003-07-25 00:00:00					182082	[]		PRJNA57997	57997		Chlamydophila pneumoniae TW-183	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2003-08-07 00:00:00					203907	[]		PRJNA57999	57999		Candidatus Blochmannia floridanus	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2003-08-22 00:00:00					243365	[]		PRJNA58001	58001		Chromobacterium violaceum ATCC 12472	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2006-06-07 00:00:00					246197	[]		PRJNA58003	58003		Myxococcus xanthus DK 1622	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2008-06-25 00:00:00					243272	[]		PRJNA58005	58005		Mycoplasma arthritidis 158L3-1	[]		
[]	COMPLETE		2008-07-20 00:00:00	[]	2003-10-01 00:00:00					196600	[]		PRJNA58007	58007		Vibrio vulnificus YJ016	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2003-11-17 00:00:00					228908	[]		PRJNA58009	58009		Nanoarchaeum equitans Kin4-M	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2003-09-25 00:00:00					251221	[]		PRJNA58011	58011		Gloeobacter violaceus PCC 7421	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2003-12-10 00:00:00					254945	[]		PRJNA58013	58013		Ehrlichia ruminantium str. Welgevonden	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2003-12-09 00:00:00					262768	[]		PRJNA58015	58015		Onion yellows phytoplasma OY-M	[]		
[]	COMPLETE		2010-04-09 00:00:00	[]	2004-12-31 00:00:00					321314	[]		PRJNA58017	58017		Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2005-04-05 00:00:00					262698	[]		PRJNA58019	58019		Brucella abortus bv. 1 str. 9-941	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2005-07-20 00:00:00					259536	[]		PRJNA58021	58021		Psychrobacter arcticus 273-4	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2006-04-10 00:00:00					259564	[]		PRJNA58023	58023		Methanococcoides burtonii DSM 6242	[]		
[]	COMPLETE		2012-01-20 00:00:00	[]	2005-08-05 00:00:00					159087	[]		PRJNA58025	58025		Dechloromonas aromatica RCB	[]		
[]	COMPLETE		2012-01-25 00:00:00	[]	2007-10-02 00:00:00					392021	[]		PRJNA58027	58027		Rickettsia rickettsii str. 'Sheila Smith'	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2004-02-02 00:00:00					257314	[]		PRJNA58029	58029		Lactobacillus johnsonii NCC 533	[]		
[]	COMPLETE		2012-01-22 00:00:00	[]	2004-02-09 00:00:00					272632	[]		PRJNA58031	58031		Mycoplasma mycoides subsp. mycoides SC str. PG1	[]		
[]	COMPLETE		2010-03-11 00:00:00	[]	2004-04-05 00:00:00					262724	[]		PRJNA58033	58033		Thermus thermophilus HB27	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2004-03-01 00:00:00					267377	[]		PRJNA58035	58035		Methanococcus maripaludis S2	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2004-03-11 00:00:00					229193	[]		PRJNA58037	58037		Yersinia pestis biovar Microtus str. 91001	[]		
[]	COMPLETE		2010-11-02 00:00:00	[]	2005-08-08 00:00:00					262722	[]		PRJNA58039	58039		Mycoplasma hyopneumoniae 7448	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2004-06-08 00:00:00					263820	[]		PRJNA58041	58041		Picrophilus torridus DSM 9790	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2005-09-15 00:00:00					240292	[]		PRJNA58043	58043		Anabaena variabilis ATCC 29413	[]		
[]	COMPLETE		2008-07-17 00:00:00	[]	2005-11-08 00:00:00					1140	[]		PRJNA58045	58045		Synechococcus elongatus PCC 7942	[]		
[]	COMPLETE		2010-03-31 00:00:00	[]	2005-08-10 00:00:00					264198	[]		PRJNA58047	58047		Ralstonia eutropha JMP134	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2006-04-10 00:00:00					265072	[]		PRJNA58049	58049		Methylobacillus flagellatus KT	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2005-12-12 00:00:00					264732	[]		PRJNA58051	58051		Moorella thermoacetica ATCC 39073	[]		
[]	COMPLETE		2008-04-05 00:00:00	[]	2008-04-03 00:00:00					262543	[]		PRJNA58053	58053		Exiguobacterium sibiricum 255-15	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2004-07-19 00:00:00					265311	[]		PRJNA58055	58055		Mesoplasma florum L1	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2006-06-09 00:00:00					266117	[]		PRJNA58057	58057		Rubrobacter xylanophilus DSM 9941	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2005-08-05 00:00:00					262719	[]		PRJNA58059	58059		Mycoplasma hyopneumoniae J	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2005-08-05 00:00:00					262723	[]		PRJNA58061	58061		Mycoplasma synoviae 53	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2004-08-19 00:00:00					257363	[]		PRJNA58063	58063		Rickettsia typhi str. Wilmington	[]		
[]	COMPLETE		2012-04-12 00:00:00	[]	2004-03-22 00:00:00					267671	[]		PRJNA58065	58065		Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	[]		
[]	COMPLETE		2008-07-22 00:00:00	[]	2007-07-10 00:00:00					266940	[]		PRJNA58067	58067		Kineococcus radiotolerans SRS30216	[]		
[]	COMPLETE		2011-01-13 00:00:00	[]	2006-07-11 00:00:00					266779	[]		PRJNA58069	58069		Chelativorans sp. BNC1	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2005-08-12 00:00:00					269484	[]		PRJNA58071	58071		Ehrlichia canis str. Jake	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2005-10-20 00:00:00					269483	[]		PRJNA58073	58073		Burkholderia sp. 383	[]		
[]	COMPLETE		2008-07-22 00:00:00	[]	2007-03-27 00:00:00					269482	[]		PRJNA58075	58075		Burkholderia vietnamiensis G4	[]		
[]	COMPLETE		2011-11-21 00:00:00	[]	2004-05-18 00:00:00					267748	[]		PRJNA58077	58077		Mycoplasma mobile 163K	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2004-04-08 00:00:00					264201	[]		PRJNA58079	58079		Candidatus Protochlamydia amoebophila UWE25	[]		
[]	COMPLETE		2012-04-12 00:00:00	[]	2005-12-15 00:00:00					271848	[]		PRJNA58081	58081		Burkholderia thailandensis E264	[]		
[]	COMPLETE		2010-03-26 00:00:00	[]	2004-05-19 00:00:00					261594	[]		PRJNA58083	58083		Bacillus anthracis str. 'Ames Ancestor'	[]		
[]	COMPLETE		2012-01-26 00:00:00	[]	2007-01-29 00:00:00					420662	[]		PRJNA58085	58085		Methylibium petroleiphilum PM1	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2004-12-02 00:00:00					283942	[]		PRJNA58087	58087		Idiomarina loihiensis L2TR	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2004-06-28 00:00:00					281309	[]		PRJNA58089	58089		Bacillus thuringiensis serovar konkukian str. 97-27	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2004-06-24 00:00:00					260799	[]		PRJNA58091	58091		Bacillus anthracis str. Sterne	[]		
[]	COMPLETE		2012-07-10 00:00:00	[]	2005-06-21 00:00:00					281310	[]		PRJNA58093	58093		Haemophilus influenzae 86-028NP	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2004-12-10 00:00:00					264203	[]		PRJNA58095	58095		Zymomonas mobilis subsp. mobilis ZM4	[]		
[]	COMPLETE		2011-12-03 00:00:00	[]	2004-09-14 00:00:00					279010	[]		PRJNA58097	58097		Bacillus licheniformis DSM 13 = ATCC 14580	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2004-03-04 00:00:00					264730	[]		PRJNA58099	58099		Pseudomonas syringae pv. phaseolicola 1448A	[]		
[]	COMPLETE		2012-01-21 00:00:00	[]	2004-07-30 00:00:00					267747	[]		PRJNA58101	58101		Propionibacterium acnes KPA171202	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2004-09-10 00:00:00					288681	[]		PRJNA58103	58103		Bacillus cereus E33L	[]		
[]	COMPLETE		2012-01-22 00:00:00	[]	2004-08-03 00:00:00					286636	[]		PRJNA58105	58105		Streptococcus pyogenes MGAS10394	[]		
[]	COMPLETE		2012-01-23 00:00:00	[]	2005-02-02 00:00:00					292805	[]		PRJNA58107	58107		Wolbachia endosymbiont strain TRS of Brugia malayi	[]		
[]	COMPLETE		2011-11-21 00:00:00	[]	2006-12-26 00:00:00					290340	[]		PRJNA58109	58109		Arthrobacter aurescens TC1	[]		
[]	COMPLETE		2012-02-14 00:00:00	[]	2006-04-27 00:00:00					374463	[]		PRJNA58111	58111		Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	[]		
[]	COMPLETE		2012-04-12 00:00:00	[]	2007-05-30 00:00:00					444178	[]		PRJNA58113	58113		Brucella ovis ATCC 25840	[]		
[]	COMPLETE		2011-09-29 00:00:00	[]	2009-02-05 00:00:00					306263	[]		PRJNA58115	58115		Campylobacter lari RM2100	[]		
[]	COMPLETE		2010-06-23 00:00:00	[]	2006-07-26 00:00:00					289380	[]		PRJNA58117	58117		Clostridium perfringens SM101	[]		
[]	COMPLETE		2010-07-28 00:00:00	[]	2009-03-25 00:00:00					123214	[]		PRJNA58119	58119		Persephonella marina EX-H1	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2009-03-25 00:00:00					204536	[]		PRJNA58121	58121		Sulfurihydrogenibium azorense Az-Fu1	[]		
[]	COMPLETE		2012-01-19 00:00:00	[]	2006-09-01 00:00:00					64471	[]		PRJNA58123	58123		Synechococcus sp. CC9311	[]		
[]	COMPLETE		2010-03-05 00:00:00	[]	2004-08-09 00:00:00					290434	[]		PRJNA58125	58125		Borrelia garinii PBi	[]		
[]	COMPLETE		2012-01-22 00:00:00	[]	2008-06-04 00:00:00					290315	[]		PRJNA58127	58127		Chlorobium limicola DSM 245	[]		
[]	COMPLETE		2012-01-22 00:00:00	[]	2007-04-12 00:00:00					290318	[]		PRJNA58129	58129		Chlorobium phaeovibrioides DSM 265	[]		
[]	COMPLETE		2012-01-24 00:00:00	[]	2008-06-09 00:00:00					331678	[]		PRJNA58131	58131		Chlorobium phaeobacteroides BS1	[]		
[]	COMPLETE		2012-01-22 00:00:00	[]	2006-12-11 00:00:00					290317	[]		PRJNA58133	58133		Chlorobium phaeobacteroides DSM 266	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2006-01-27 00:00:00					290397	[]		PRJNA58135	58135		Anaeromyxobacter dehalogenans 2CP-C	[]		
[]	COMPLETE		2012-08-20 00:00:00	[]	2007-06-27 00:00:00					290402	[]		PRJNA58137	58137		Clostridium beijerinckii NCIMB 8052	[]		
[]	COMPLETE		2012-06-13 00:00:00	[]	2006-10-16 00:00:00					234267	[]		PRJNA58139	58139		Candidatus Solibacter usitatus Ellin6076	[]		
[]	COMPLETE		2010-09-28 00:00:00	[]	2006-10-24 00:00:00					290399	[]		PRJNA58141	58141		Arthrobacter sp. FB24	[]		
[]	COMPLETE		2008-01-15 00:00:00	[]	2007-09-11 00:00:00					290338	[]		PRJNA58143	58143		Citrobacter koseri ATCC BAA-895	[]		
[]	COMPLETE		2010-12-28 00:00:00	[]	2007-08-28 00:00:00					290339	[]		PRJNA58145	58145		Cronobacter sakazakii ATCC BAA-894	[]		
[]	COMPLETE		2010-03-11 00:00:00	[]	2006-02-27 00:00:00					290400	[]		PRJNA58147	58147		Jannaschia sp. CCS1	[]		
[]	COMPLETE		2011-07-05 00:00:00	[]	2006-12-18 00:00:00					196162	[]		PRJNA58149	58149		Nocardioides sp. JS614	[]		
[]	COMPLETE		2011-05-02 00:00:00	[]	2008-07-18 00:00:00					290512	[]		PRJNA58151	58151		Prosthecochloris aestuarii DSM 271	[]		
[]	COMPLETE		2006-11-08 00:00:00	[]	2004-07-31 00:00:00					177439	[]		PRJNA58153	58153		Desulfotalea psychrophila LSv54	[]		
[]	COMPLETE		2012-01-23 00:00:00	[]	2005-02-02 00:00:00					291331	[]		PRJNA58155	58155		Xanthomonas oryzae pv. oryzae KACC 10331	[]		
[]	COMPLETE		2008-07-23 00:00:00	[]	2004-08-27 00:00:00					273123	[]		PRJNA58157	58157		Yersinia pseudotuberculosis IP 32953	[]		
[]	COMPLETE		2010-05-12 00:00:00	[]	2007-10-01 00:00:00					293613	[]		PRJNA58159	58159		Rickettsia canadensis str. McKiel	[]		
[]	COMPLETE		2012-06-14 00:00:00	[]	2007-10-02 00:00:00					293614	[]		PRJNA58161	58161		Rickettsia akari str. Hartford	[]		
[]	COMPLETE		2008-07-24 00:00:00	[]	2005-02-11 00:00:00					312309	[]		PRJNA58163	58163		Vibrio fischeri ES114	[]		
[]	COMPLETE		2012-01-23 00:00:00	[]	2004-09-02 00:00:00					292459	[]		PRJNA58165	58165		Symbiobacterium thermophilum IAM 14863	[]		
[]	COMPLETE		2008-02-21 00:00:00	[]	2007-10-16 00:00:00					329726	[]		PRJNA58167	58167		Acaryochloris marina MBIC11017	[]		
[]	COMPLETE		2012-06-16 00:00:00	[]	2006-07-23 00:00:00					393595	[]		PRJNA58169	58169		Alcanivorax borkumensis SK2	[]		
[]	COMPLETE		2012-06-14 00:00:00	[]	2007-06-28 00:00:00					293826	[]		PRJNA58171	58171		Alkaliphilus metalliredigens QYMF	[]		
[]	COMPLETE		2012-01-24 00:00:00	[]	2008-07-18 00:00:00					324925	[]		PRJNA58173	58173		Pelodictyon phaeoclathratiforme BU-1	[]		
[]	COMPLETE		2012-01-24 00:00:00	[]	2005-10-26 00:00:00					319225	[]		PRJNA58175	58175		Chlorobium luteolum DSM 273	[]		
[]	COMPLETE		2012-01-24 00:00:00	[]	2006-10-26 00:00:00					335543	[]		PRJNA58177	58177		Syntrophobacter fumaroxidans MPOB	[]		
[]	COMPLETE		2011-05-12 00:00:00	[]	2006-09-14 00:00:00					335541	[]		PRJNA58179	58179		Syntrophomonas wolfei subsp. wolfei str. Goettingen	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2006-02-17 00:00:00					323259	[]		PRJNA58181	58181		Methanospirillum hungatei JF-1	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2005-10-31 00:00:00					317025	[]		PRJNA58183	58183		Thiomicrospira crunogena XCL-2	[]		
[]	COMPLETE		2012-01-24 00:00:00	[]	2005-11-01 00:00:00					326298	[]		PRJNA58185	58185		Sulfurimonas denitrificans DSM 1251	[]		
[]	COMPLETE		2012-01-24 00:00:00	[]	2006-12-13 00:00:00					318586	[]		PRJNA58187	58187		Paracoccus denitrificans PD1222	[]		
[]	COMPLETE		2012-06-14 00:00:00	[]	2005-09-01 00:00:00					292415	[]		PRJNA58189	58189		Thiobacillus denitrificans ATCC 25259	[]		
[]	COMPLETE		2011-07-29 00:00:00	[]	2007-11-21 00:00:00					882884	[]		PRJNA58191	58191		Salmonella enterica subsp. arizonae serovar 62:z4,z23:-- str. RSK2980	[]		
[]	COMPLETE		2010-03-12 00:00:00	[]	2006-05-22 00:00:00					292414	[]		PRJNA58193	58193		Ruegeria sp. TM1040	[]		
[]	COMPLETE		2008-07-23 00:00:00	[]	2004-09-17 00:00:00					295405	[]		PRJNA58195	58195		Bacteroides fragilis YCH46	[]		
[]	COMPLETE		2012-02-13 00:00:00	[]	2004-09-17 00:00:00					221988	[]		PRJNA58197	58197		Mannheimia succiniciproducens MBEL55E	[]		
[]	COMPLETE		2012-01-22 00:00:00	[]	2004-09-20 00:00:00					279010	[]		PRJNA58199	58199		Bacillus licheniformis DSM 13 = ATCC 14580	[]		
[]	COMPLETE		2012-01-23 00:00:00	[]	2004-11-30 00:00:00					295319	[]		PRJNA58201	58201		Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	[]		
[]	COMPLETE		2008-07-21 00:00:00	[]	2004-10-09 00:00:00					247156	[]		PRJNA58203	58203		Nocardia farcinica IFM 10152	[]		
[]	COMPLETE		2010-04-01 00:00:00	[]	2004-10-08 00:00:00					295358	[]		PRJNA58205	58205		Mycoplasma hyopneumoniae 232	[]		
